jumlah_kk,jumlah_pen,kepadatan_,nama_kab_s,nama_kec_s,nama_prop_
19772,66640,552.39,DELI SERDANG,GALANG,SUMATERA UTARA
3665,12590,60.91,DELI SERDANG,STM HULU,SUMATERA UTARA
23517,86346,1751.8,DELI SERDANG,PATUMBAK,SUMATERA UTARA
15795,54029,5778.5,DELI SERDANG,DELI TUA,SUMATERA UTARA
62707,231784,2376.54,DELI SERDANG,SUNGGAL,SUMATERA UTARA
43991,153265,430.64,DELI SERDANG,HAMPARAN PERAK,SUMATERA UTARA
16584,62203,1592.09,DELI SERDANG,LABUHAN DELI,SUMATERA UTARA
95525,352879,1933.9,DELI SERDANG,PERCUT SEI TUAN,SUMATERA UTARA
16514,61054,1258.07,DELI SERDANG,BATANG KUIS,SUMATERA UTARA
26071,93848,3461.75,DELI SERDANG,LUBUK PAKAM,SUMATERA UTARA
11261,38967,587.56,DELI SERDANG,PAGAR MERBAU,SUMATERA UTARA
13089,48921,699.37,DELI SERDANG,PANTAI LABU,SUMATERA UTARA
16919,59783,1701.28,DELI SERDANG,BERINGIN,SUMATERA UTARA
19524,68251,712.58,SIMALUNGUN,SIANTAR,SUMATERA UTARA
11993,38176,482.26,SIMALUNGUN,GUNUNG MALELA,SUMATERA UTARA
8459,28872,563.14,SIMALUNGUN,GUNUNG MALIGAS,SUMATERA UTARA
8277,28350,363.32,SIMALUNGUN,PANEI,SUMATERA UTARA
6602,23064,299.84,SIMALUNGUN,PANOMBEIAN PANE,SUMATERA UTARA
5364,18425,203.23,SIMALUNGUN,JORLANG HATARAN,SUMATERA UTARA
5380,19611,94.82,SIMALUNGUN,RAYA KAHEAN,SUMATERA UTARA
11669,40636,132.37,SIMALUNGUN,BOSAR MALIGAS,SUMATERA UTARA
9134,30766,348.7,SIMALUNGUN,SIDAMANIK,SUMATERA UTARA
5357,19109,152.29,SIMALUNGUN,PEMATANG SIDAMANIK,SUMATERA UTARA
17925,58428,298.07,SIMALUNGUN,TANAH JAWA,SUMATERA UTARA
8056,27906,115.81,SIMALUNGUN,HATONDUHAN,SUMATERA UTARA
6963,24902,150.23,SIMALUNGUN,DOLOK PANRIBUAN,SUMATERA UTARA
7778,28999,4495.97,SIMALUNGUN,PURBA,SUMATERA UTARA
2226,7723,225.88,SIMALUNGUN,HARANGGAOL HORISON,SUMATERA UTARA
5749,20488,161.62,SIMALUNGUN,GIRSANG SIPANGAN BOLON,SUMATERA UTARA
15050,48373,535.1,SIMALUNGUN,DOLOK BATU NANGGAR,SUMATERA UTARA
11150,37339,243.3,SIMALUNGUN,HUTA BAYU RAJA,SUMATERA UTARA
7567,25266,396.39,SIMALUNGUN,JAWA MARAJA BAH JAMBI,SUMATERA UTARA
5818,21372,200.45,SIMALUNGUN,DOLOK PARDAMEAN,SUMATERA UTARA
12763,42891,432.54,SIMALUNGUN,PEMATANG BANDAR,SUMATERA UTARA
9979,31831,439.84,SIMALUNGUN,BANDAR HULUAN,SUMATERA UTARA
24809,84307,630.0,SIMALUNGUN,BANDAR,SUMATERA UTARA
10112,34225,528.73,SIMALUNGUN,BANDAR MASILAM,SUMATERA UTARA
4609,17759,245.63,SIMALUNGUN,SILIMAKUTA,SUMATERA UTARA
5139,18289,54.21,SIMALUNGUN,DOLOK SILAU,SUMATERA UTARA
6769,23157,98.59,SIMALUNGUN,SILOU KAHEAN,SUMATERA UTARA
14226,48993,379.2,SIMALUNGUN,TAPIAN DOLOK,SUMATERA UTARA
12032,41996,117.19,SIMALUNGUN,RAYA,SUMATERA UTARA
15530,51570,212.49,SIMALUNGUN,UJUNG PADANG,SUMATERA UTARA
3873,14453,177.71,SIMALUNGUN,PAMATANG SILIMA HUTA,SUMATERA UTARA
6701,23872,557.37,ASAHAN,MERANTI,SUMATERA UTARA
14335,52899,636.26,ASAHAN,AIR JOMAN,SUMATERA UTARA
10005,39008,504.17,ASAHAN,TANJUNG BALAI,SUMATERA UTARA
4757,18293,47.8,ASAHAN,SEI KEPAYANG,SUMATERA UTARA
11890,44349,587.09,ASAHAN,SIMPANG EMPAT,SUMATERA UTARA
11969,43082,348.76,ASAHAN,AIR BATU,SUMATERA UTARA
9897,34974,165.0,ASAHAN,PULAU RAKYAT,SUMATERA UTARA
6656,24344,89.92,ASAHAN,BANDAR PULAU,SUMATERA UTARA
7143,24184,150.83,ASAHAN,BUNTU PANE,SUMATERA UTARA
9244,35752,47.85,ASAHAN,BANDAR PASIR MANDOGE,SUMATERA UTARA
7595,25735,171.82,ASAHAN,AEK KUASAN,SUMATERA UTARA
17573,60701,1991.5,ASAHAN,KOTA KISARAN BARAT,SUMATERA UTARA
23555,82928,3016.66,ASAHAN,KOTA KISARAN TIMUR,SUMATERA UTARA
5416,19406,69.46,ASAHAN,AEK SONGSONGAN,SUMATERA UTARA
6000,21315,109.38,ASAHAN,RAHUNIG,SUMATERA UTARA
10360,36828,487.92,ASAHAN,SEI DADAP,SUMATERA UTARA
3763,15040,481.28,ASAHAN,SEI KEPAYANG BARAT,SUMATERA UTARA
2519,9820,97.64,ASAHAN,SEI KEPAYANG TIMUR,SUMATERA UTARA
6382,21821,216.52,ASAHAN,TINGGI RAJA,SUMATERA UTARA
4491,14728,243.32,ASAHAN,SETIA JANJI,SUMATERA UTARA
6931,25329,231.46,ASAHAN,SILAU LAUT,SUMATERA UTARA
6036,21483,370.59,ASAHAN,RAWANG PANCA ARGA,SUMATERA UTARA
9871,33700,360.0,ASAHAN,PULO BANDRING,SUMATERA UTARA
5977,21115,179.47,ASAHAN,TELUK DALAM,SUMATERA UTARA
6780,23303,268.56,ASAHAN,AEK LEDONG,SUMATERA UTARA
26300,96891,1205.56,LABUHANBATU,RANTAU UTARA,SUMATERA UTARA
20656,74296,1100.03,LABUHANBATU,RANTAU SELATAN,SUMATERA UTARA
11598,43193,139.95,LABUHANBATU,BILAH BARAT,SUMATERA UTARA
15841,58861,139.13,LABUHANBATU,BILAH HILIR,SUMATERA UTARA
19819,69034,197.78,LABUHANBATU,BILAH HULU,SUMATERA UTARA
11471,41381,110.84,LABUHANBATU,PANGKATAN,SUMATERA UTARA
9756,38718,68.2,LABUHANBATU,PANAI TENGAH,SUMATERA UTARA
10360,41892,124.34,LABUHANBATU,PANAI HILIR,SUMATERA UTARA
11231,40058,177.56,LABUHANBATU,PANAI HULU,SUMATERA UTARA
13473,55335,1211.89,DAIRI,SIDIKALANG,SUMATERA UTARA
11184,46694,195.36,DAIRI,SUMBUL,SUMATERA UTARA
7022,26102,198.49,DAIRI,TIGALINGGA,SUMATERA UTARA
5546,22370,418.52,DAIRI,SIEMPAT NEMPU,SUMATERA UTARA
4073,15306,164.44,DAIRI,SILIMA PUNGGA PUNGGA,SUMATERA UTARA
6650,24069,47.47,DAIRI,TANAH PINEM,SUMATERA UTARA
5243,21516,244.11,DAIRI,SIEMPAT NEMPU HULU,SUMATERA UTARA
3238,13143,130.15,DAIRI,SIEMPAT NEMPU HILIR,SUMATERA UTARA
4291,17806,108.11,DAIRI,PEGAGAN HILIR,SUMATERA UTARA
5855,25520,118.47,DAIRI,PARBULUAN,SUMATERA UTARA
4092,15966,171.42,DAIRI,LAE PARIRA,SUMATERA UTARA
2964,11651,161.48,DAIRI,GUNUNG SITEMBER,SUMATERA UTARA
2066,9167,265.48,DAIRI,BERAMPU,SUMATERA UTARA
1383,5371,47.85,DAIRI,SILAHISABUNGAN,SUMATERA UTARA
2973,12732,275.41,DAIRI,SITINJO,SUMATERA UTARA
10549,39932,353.63,TOBA SAMOSIR,BALIGE,SUMATERA UTARA
6576,22994,237.76,TOBA SAMOSIR,LAGUBOTI,SUMATERA UTARA
4440,15338,94.46,TOBA SAMOSIR,SILAEN,SUMATERA UTARA
5422,20277,51.52,TOBA SAMOSIR,HABINSARAN,SUMATERA UTARA
1957,7597,37.15,TOBA SAMOSIR,PINTU POHAN MERANTI,SUMATERA UTARA
2122,8564,23.75,TOBA SAMOSIR,BORBOR,SUMATERA UTARA
4337,15175,307.0,TOBA SAMOSIR,PORSEA,SUMATERA UTARA
2354,8543,166.79,TOBA SAMOSIR,AJIBATA,SUMATERA UTARA
2672,9943,90.52,TOBA SAMOSIR,LUMBAN JULU,SUMATERA UTARA
2922,9977,168.93,TOBA SAMOSIR,ULUAN,SUMATERA UTARA
2650,9234,373.24,TOBA SAMOSIR,SIGUMPAR,SUMATERA UTARA
2053,7206,162.26,TOBA SAMOSIR,SIANTAR NARUMONDA,SUMATERA UTARA
2466,9770,30.16,TOBA SAMOSIR,NASSAU,SUMATERA UTARA
1398,5009,147.15,TOBA SAMOSIR,TAMPAHAN,SUMATERA UTARA
1830,6501,65.03,TOBA SAMOSIR,BONATUA LUNASI,SUMATERA UTARA
3316,12134,232.1,TOBA SAMOSIR,PARMAKSIAN,SUMATERA UTARA
24212,89662,390.62,MANDAILING NATAL,PANYABUNGAN,SUMATERA UTARA
5792,22785,404.35,MANDAILING NATAL,PANYABUNGAN UTARA,SUMATERA UTARA
3230,13613,38.72,MANDAILING NATAL,PANYABUNGAN TIMUR,SUMATERA UTARA
3017,11179,144.34,MANDAILING NATAL,PANYABUNGAN SELATAN,SUMATERA UTARA
2876,10785,139.85,MANDAILING NATAL,PANYABUNGAN BARAT,SUMATERA UTARA
14795,55035,193.26,MANDAILING NATAL,SIABU,SUMATERA UTARA
3742,13387,231.01,MANDAILING NATAL,BUKIT MALINTANG,SUMATERA UTARA
8722,31720,108.83,MANDAILING NATAL,KOTANOPAN,SUMATERA UTARA
3158,11995,385.2,MANDAILING NATAL,LEMBAH SORIK MARAPI,SUMATERA UTARA
3089,11643,81.53,MANDAILING NATAL,TAMBANGAN,SUMATERA UTARA
1246,4771,18.05,MANDAILING NATAL,ULU PUNGKUT,SUMATERA UTARA
3266,12166,92.68,MANDAILING NATAL,MUARA SIPONGI,SUMATERA UTARA
6603,25910,33.01,MANDAILING NATAL,BATANG NATAL,SUMATERA UTARA
7826,29680,127.79,MANDAILING NATAL,LINGGA BAYU,SUMATERA UTARA
6290,22870,65.91,MANDAILING NATAL,BATAHAN,SUMATERA UTARA
9313,33645,42.37,MANDAILING NATAL,NATAL,SUMATERA UTARA
5386,20742,11.97,MANDAILING NATAL,MUARA BATANG GADIS,SUMATERA UTARA
3094,12815,69.78,MANDAILING NATAL,RANTO BAEK,SUMATERA UTARA
2203,8141,79.22,MANDAILING NATAL,HUTA BARGOT,SUMATERA UTARA
2514,9941,201.97,MANDAILING NATAL,PUNCAK SORIK MARAPI,SUMATERA UTARA
695,2562,23.79,MANDAILING NATAL,PAKANTAN,SUMATERA UTARA
5991,20829,147.47,MANDAILING NATAL,SINUNUKAN,SUMATERA UTARA
1358,5035,106.04,MANDAILING NATAL,NAGA JUANG,SUMATERA UTARA
1954,8660,268.28,NIAS SELATAN,LOLOMATUA,SUMATERA UTARA
3162,13740,311.0,NIAS SELATAN,GOMO,SUMATERA UTARA
4954,20833,198.37,NIAS SELATAN,LAHUSA,SUMATERA UTARA
1956,7660,23.7,NIAS SELATAN,HIBALA,SUMATERA UTARA
2600,9662,121.35,NIAS SELATAN,PULAU-PULAU BATU,SUMATERA UTARA
6547,25681,610.87,NIAS SELATAN,TELUK DALAM,SUMATERA UTARA
3576,15415,184.13,NIAS SELATAN,AMANDRAYA,SUMATERA UTARA
2343,10021,199.66,NIAS SELATAN,LOLOWAU,SUMATERA UTARA
4046,17023,562.19,NIAS SELATAN,SUSUA,SUMATERA UTARA
3934,15018,234.18,NIAS SELATAN,MANIAMOLO,SUMATERA UTARA
1759,7215,208.59,NIAS SELATAN,HILIMEGAI,SUMATERA UTARA
3717,14358,307.85,NIAS SELATAN,TOMA,SUMATERA UTARA
2639,10122,240.48,NIAS SELATAN,MAZINO,SUMATERA UTARA
1662,7073,176.34,NIAS SELATAN,UMBUNASI,SUMATERA UTARA
2676,10868,125.11,NIAS SELATAN,ARAMO,SUMATERA UTARA
841,3199,8.64,NIAS SELATAN,PULAU-PULAU BATU TIMUR,SUMATERA UTARA
2940,12556,270.66,NIAS SELATAN,MAZO,SUMATERA UTARA
5387,19944,257.91,NIAS SELATAN,FANAYAMA,SUMATERA UTARA
2118,9987,118.61,NIAS SELATAN,ULUNOYO,SUMATERA UTARA
2703,12137,201.61,NIAS SELATAN,HURUNA,SUMATERA UTARA
2131,9031,277.96,NIAS SELATAN,O'O'U,SUMATERA UTARA
1537,6990,144.09,NIAS SELATAN,ONOHAZUMBA,SUMATERA UTARA
1288,5702,502.38,NIAS SELATAN,HILISALAWA'AHE,SUMATERA UTARA
2417,10870,257.34,NIAS SELATAN,ULUSUSUA,SUMATERA UTARA
2708,11586,227.18,NIAS SELATAN,SIDUA'ORI,SUMATERA UTARA
3260,14432,314.35,NIAS SELATAN,SOMAMBAWA,SUMATERA UTARA
1699,7390,401.85,NIAS SELATAN,BORONADU,SUMATERA UTARA
494,1909,93.03,NIAS SELATAN,SIMUK,SUMATERA UTARA
625,2380,58.66,NIAS SELATAN,PULAU-PULAU BATU BARAT,SUMATERA UTARA
1003,3988,68.64,NIAS SELATAN,PULAU-PULAU BATU UTARA,SUMATERA UTARA
1180,4745,15.07,NIAS SELATAN,TANAH MASA,SUMATERA UTARA
2599,10319,339.78,NIAS SELATAN,LUAHAGUNDRE MANIAMOLO,SUMATERA UTARA
2667,10507,343.14,NIAS SELATAN,ONOLALU,SUMATERA UTARA
908,4399,315.79,NIAS SELATAN,ULU IDANOTAE,SUMATERA UTARA
1119,5263,171.99,NIAS SELATAN,IDANOTAE,SUMATERA UTARA
2542,11153,28.92,PAKPAK BHARAT,SITELU TALI URANG JEHE,SUMATERA UTARA
2407,9827,68.63,PAKPAK BHARAT,KERAJAAN,SUMATERA UTARA
2373,9286,38.87,PAKPAK BHARAT,SALAK,SUMATERA UTARA
1029,4290,82.87,PAKPAK BHARAT,SITELU TALI URANG JULU,SUMATERA UTARA
1096,4589,60.77,PAKPAK BHARAT,PERGETTENG GETTENG SENGKUT,SUMATERA UTARA
353,1516,5.12,PAKPAK BHARAT,PAGINDAR,SUMATERA UTARA
1162,4774,83.96,PAKPAK BHARAT,TINADA,SUMATERA UTARA
1191,5010,41.68,PAKPAK BHARAT,SIEMPAT RUBE,SUMATERA UTARA
4871,20171,30.05,HUMBANG HASUNDUTAN,PARLILITAN,SUMATERA UTARA
4633,20680,66.14,HUMBANG HASUNDUTAN,POLLUNG,SUMATERA UTARA
1818,7611,321.82,HUMBANG HASUNDUTAN,BAKTIRAJA,SUMATERA UTARA
3249,14134,265.53,HUMBANG HASUNDUTAN,PARANGINAN,SUMATERA UTARA
7308,32680,246.94,HUMBANG HASUNDUTAN,LINTONG NIHUTA,SUMATERA UTARA
11157,48996,220.31,HUMBANG HASUNDUTAN,DOLOK SANGGUL,SUMATERA UTARA
1450,6089,39.05,HUMBANG HASUNDUTAN,SIJAMAPOLANG,SUMATERA UTARA
2718,11312,50.39,HUMBANG HASUNDUTAN,ONAN GANJANG,SUMATERA UTARA
6199,24931,67.01,HUMBANG HASUNDUTAN,PAKKAT,SUMATERA UTARA
1971,8507,29.57,HUMBANG HASUNDUTAN,TARABINTANG,SUMATERA UTARA
5905,23418,145.41,SAMOSIR,SIMANINDO,SUMATERA UTARA
3004,12416,185.92,SAMOSIR,ONAN RUNGGU,SUMATERA UTARA
3480,14554,204.09,SAMOSIR,NAINGGOLAN,SUMATERA UTARA
4637,19629,127.86,SAMOSIR,PALIPI,SUMATERA UTARA
2225,9643,24.45,SAMOSIR,HARIAN,SUMATERA UTARA
2550,10818,78.0,SAMOSIR,SIANJAR MULA MULA,SUMATERA UTARA
2260,10322,116.83,SAMOSIR,RONGGUR NIHUTA,SUMATERA UTARA
8433,34499,287.01,SAMOSIR,PANGURURAN,SUMATERA UTARA
2010,8797,142.9,SAMOSIR,SITIO-TIO,SUMATERA UTARA
12568,44984,556.25,SERDANG BEDAGAI,PANTAI CERMIN,SUMATERA UTARA
30977,106215,839.91,SERDANG BEDAGAI,PERBAUNGAN,SUMATERA UTARA
12940,46349,592.55,SERDANG BEDAGAI,TELUK MENGKUDU,SUMATERA UTARA
19647,69896,325.14,SERDANG BEDAGAI,SEI. RAMPAH,SUMATERA UTARA
10726,41546,591.32,SERDANG BEDAGAI,TANJUNG BERINGIN,SUMATERA UTARA
6781,26272,350.43,SERDANG BEDAGAI,BANDAR KHALIFAH,SUMATERA UTARA
5603,18538,132.36,SERDANG BEDAGAI,DOLOK MERAWAN,SUMATERA UTARA
9713,34966,154.45,SERDANG BEDAGAI,SIPISPIS,SUMATERA UTARA
14759,51842,263.08,SERDANG BEDAGAI,DOLOK MASIHUL,SUMATERA UTARA
2477,8972,106.75,SERDANG BEDAGAI,KOTARIH,SUMATERA UTARA
2516,9354,171.44,SERDANG BEDAGAI,SILINDA,SUMATERA UTARA
6195,21333,313.08,SERDANG BEDAGAI,SERBA JADI,SUMATERA UTARA
11934,41505,279.06,SERDANG BEDAGAI,TEBING TINGGI,SUMATERA UTARA
8529,29052,296.87,SERDANG BEDAGAI,PEGAJAHAN,SUMATERA UTARA
12477,46279,580.08,SERDANG BEDAGAI,SEI BAMBAN,SUMATERA UTARA
9253,33195,233.55,SERDANG BEDAGAI,TEBING SYAHBANDAR,SUMATERA UTARA
3664,12536,187.95,SERDANG BEDAGAI,BINTANG BAYU,SUMATERA UTARA
14435,43570,484.87,BATU BARA,MEDANG DERAS,SUMATERA UTARA
16399,49524,313.09,BATU BARA,SEI SUKA,SUMATERA UTARA
14771,44907,501.59,BATU BARA,AIR PUTIH,SUMATERA UTARA
27171,82051,342.41,BATU BARA,LIMA PULUH,SUMATERA UTARA
16898,52470,473.09,BATU BARA,TALAWI,SUMATERA UTARA
18394,59965,370.43,BATU BARA,TANJUNG TIRAM,SUMATERA UTARA
8583,25544,357.26,BATU BARA,SEI BALAI,SUMATERA UTARA
3755,16004,57.08,PADANG LAWAS UTARA,DOLOK SIGOMPULON,SUMATERA UTARA
5760,25139,49.93,PADANG LAWAS UTARA,DOLOK,SUMATERA UTARA
5298,21281,53.05,PADANG LAWAS UTARA,HALONGONAN,SUMATERA UTARA
13895,53905,75.59,PADANG LAWAS UTARA,PADANG BOLAK,SUMATERA UTARA
3037,11581,45.65,PADANG LAWAS UTARA,PADANG BOLAK JULU,SUMATERA UTARA
7171,27609,181.0,PADANG LAWAS UTARA,PORTIBI,SUMATERA UTARA
3791,14625,49.23,PADANG LAWAS UTARA,BATANG ONANG,SUMATERA UTARA
11610,45637,80.85,PADANG LAWAS UTARA,SIMANGAMBAT,SUMATERA UTARA
1372,5218,126.19,PADANG LAWAS UTARA,HULU SIHAPAS,SUMATERA UTARA
3258,12128,134.52,PADANG LAWAS UTARA,PADANG BOLAK TENGGARA,SUMATERA UTARA
6029,22358,124.88,PADANG LAWAS UTARA,HALONGONAN TIMUR,SUMATERA UTARA
3289,12673,26.7,PADANG LAWAS UTARA,UJUNG BATU,SUMATERA UTARA
2460,10386,24.93,PADANG LAWAS,SOSOPAN,SUMATERA UTARA
4550,19557,121.37,PADANG LAWAS,BARUMUN TENGAH,SUMATERA UTARA
4185,17707,35.8,PADANG LAWAS,HURISTAK,SUMATERA UTARA
4767,19549,57.8,PADANG LAWAS,LUBUK BARUMUN,SUMATERA UTARA
11527,43364,74.33,PADANG LAWAS,HUTA RAJA TINGGI,SUMATERA UTARA
3746,16733,82.23,PADANG LAWAS,ULU BARUMUN,SUMATERA UTARA
12628,52078,407.18,PADANG LAWAS,BARUMUN,SUMATERA UTARA
9452,38987,56.93,PADANG LAWAS,SOSA,SUMATERA UTARA
2976,12632,33.91,PADANG LAWAS,BATANG LUBU SUTAM,SUMATERA UTARA
1883,7702,74.65,PADANG LAWAS,BARUMUN SELATAN,SUMATERA UTARA
3029,12995,48.68,PADANG LAWAS,AEK NABARA BARUMUN,SUMATERA UTARA
1340,5744,156.17,PADANG LAWAS,SIHAPAS BARUMUN,SUMATERA UTARA
15137,58870,202.91,LABUHANBATU SELATAN,KOTAPINANG,SUMATERA UTARA
14827,56255,68.04,LABUHANBATU SELATAN,KAMPUNG RAKYAT,SUMATERA UTARA
30023,118629,102.86,LABUHANBATU SELATAN,TORGAMBA,SUMATERA UTARA
12598,51978,105.09,LABUHANBATU SELATAN,SUNGAI KANAN,SUMATERA UTARA
9032,32403,104.67,LABUHANBATU SELATAN,SILANGKITANG,SUMATERA UTARA
18872,71855,154.36,LABUHANBATU UTARA,KUALUH HULU,SUMATERA UTARA
8324,34069,101.34,LABUHANBATU UTARA,KUALUH LEIDONG,SUMATERA UTARA
8110,34102,58.22,LABUHANBATU UTARA,KUALUH HILIR,SUMATERA UTARA
9852,37610,125.23,LABUHANBATU UTARA,AEK KUO,SUMATERA UTARA
11669,42087,156.53,LABUHANBATU UTARA,MARBAU,SUMATERA UTARA
15382,59710,99.18,LABUHANBATU UTARA,NA IX - X,SUMATERA UTARA
9836,39380,64.71,LABUHANBATU UTARA,AEK NATAS,SUMATERA UTARA
18396,69763,162.52,LABUHANBATU UTARA,KUALUH SELATAN,SUMATERA UTARA
3058,13445,117.81,NIAS UTARA,LOTU,SUMATERA UTARA
2667,11636,235.21,NIAS UTARA,SAWO,SUMATERA UTARA
2780,12279,228.15,NIAS UTARA,TUHEMBERUA,SUMATERA UTARA
3185,14116,221.81,NIAS UTARA,SITOLU ORI,SUMATERA UTARA
3270,14651,120.43,NIAS UTARA,NAMOHALU ESIWA,SUMATERA UTARA
1756,7542,99.75,NIAS UTARA,ALASA TALUMUZOI,SUMATERA UTARA
4631,21056,106.54,NIAS UTARA,ALASA,SUMATERA UTARA
1567,7358,88.79,NIAS UTARA,TUGALA OYO,SUMATERA UTARA
2712,11569,76.62,NIAS UTARA,AFULU,SUMATERA UTARA
5831,22833,5736.93,NIAS UTARA,LAHEWA,SUMATERA UTARA
2253,10178,78.51,NIAS UTARA,LAHEWA TIMUR,SUMATERA UTARA
2333,9829,225.95,NIAS BARAT,LAHOMI,SUMATERA UTARA
2646,11230,156.84,NIAS BARAT,SIROMBU,SUMATERA UTARA
1862,8388,165.64,NIAS BARAT,MANDREHE BARAT,SUMATERA UTARA
2459,11352,197.49,NIAS BARAT,MORO'O,SUMATERA UTARA
4801,22466,269.22,NIAS BARAT,MANDREHE,SUMATERA UTARA
2170,10011,154.25,NIAS BARAT,MANDREHE UTARA,SUMATERA UTARA
2244,10680,198.81,NIAS BARAT,LOLOFITU MOI,SUMATERA UTARA
1758,8198,219.02,NIAS BARAT,ULU MORO'O,SUMATERA UTARA
24699,92833,1.57,KOTA MEDAN,MEDAN KOTA,SUMATERA UTARA
34752,128544,9607.17,KOTA MEDAN,MEDAN SUNGGAL,SUMATERA UTARA
43086,162168,1.22,KOTA MEDAN,MEDAN HELVETIA,SUMATERA UTARA
42219,169560,1.73,KOTA MEDAN,MEDAN DENAI,SUMATERA UTARA
24287,92277,1.49,KOTA MEDAN,MEDAN BARAT,SUMATERA UTARA
46732,180673,8779.06,KOTA MEDAN,MEDAN DELI,SUMATERA UTARA
25122,92505,3501.32,KOTA MEDAN,MEDAN TUNTUNGAN,SUMATERA UTARA
29137,113885,3886.86,KOTA MEDAN,MEDAN BELAWAN,SUMATERA UTARA
35301,136773,1.26,KOTA MEDAN,MEDAN AMPLAS,SUMATERA UTARA
32783,123646,2.92,KOTA MEDAN,MEDAN AREA,SUMATERA UTARA
39518,149824,9202.95,KOTA MEDAN,MEDAN JOHOR,SUMATERA UTARA
40963,161002,5536.52,KOTA MEDAN,MEDAN MARELAN,SUMATERA UTARA
32749,129431,3548.0,KOTA MEDAN,MEDAN LABUHAN,SUMATERA UTARA
41911,159364,2.01,KOTA MEDAN,MEDAN TEMBUNG,SUMATERA UTARA
14969,55318,1.82,KOTA MEDAN,MEDAN MAIMUN,SUMATERA UTARA
16425,61728,7022.53,KOTA MEDAN,MEDAN POLONIA,SUMATERA UTARA
11962,41029,7542.1,KOTA MEDAN,MEDAN BARU,SUMATERA UTARA
31642,117109,2.59,KOTA MEDAN,MEDAN PERJUANGAN,SUMATERA UTARA
21466,79252,1.5,KOTA MEDAN,MEDAN PETISAH,SUMATERA UTARA
34476,125863,1.41,KOTA MEDAN,MEDAN TIMUR,SUMATERA UTARA
29190,105361,6404.92,KOTA MEDAN,MEDAN SELAYANG,SUMATERA UTARA
11095,40634,9744.36,KOTA PEMATANGSIANTAR,SIANTAR TIMUR,SUMATERA UTARA
11594,40608,1.21,KOTA PEMATANGSIANTAR,SIANTAR BARAT,SUMATERA UTARA
14118,52244,1.28,KOTA PEMATANGSIANTAR,SIANTAR UTARA,SUMATERA UTARA
6446,21046,9698.62,KOTA PEMATANGSIANTAR,SIANTAR SELATAN,SUMATERA UTARA
6329,22473,2903.49,KOTA PEMATANGSIANTAR,SIANTAR MARIHAT,SUMATERA UTARA
13937,50184,3034.1,KOTA PEMATANGSIANTAR,SIANTAR MARTOBA,SUMATERA UTARA
9736,34179,1492.53,KOTA PEMATANGSIANTAR,SIANTAR SITALASARI,SUMATERA UTARA
5558,19989,1214.4,KOTA PEMATANGSIANTAR,SIANTAR MARIMBUN,SUMATERA UTARA
5860,22652,4459.06,KOTA SIBOLGA,SIBOLGA UTARA,SUMATERA UTARA
4440,16884,7035.0,KOTA SIBOLGA,SIBOLGA KOTA,SUMATERA UTARA
8201,33991,1.32,KOTA SIBOLGA,SIBOLGA SELATAN,SUMATERA UTARA
5784,23011,2.37,KOTA SIBOLGA,SIBOLGA SAMBAS,SUMATERA UTARA
6107,20893,1.2,KOTA TANJUNG BALAI,TANJUNG BALAI SELATAN,SUMATERA UTARA
4845,18078,2.38,KOTA TANJUNG BALAI,TANJUNG BALAI UTARA,SUMATERA UTARA
6524,25980,2766.77,KOTA TANJUNG BALAI,SEI TUALANG RASO,SUMATERA UTARA
9758,38633,3238.31,KOTA TANJUNG BALAI,TELUK NIBUNG,SUMATERA UTARA
9283,36262,1636.37,KOTA TANJUNG BALAI,DATUK BANDAR,SUMATERA UTARA
7694,29187,1944.5,KOTA TANJUNG BALAI,DATUK BANDAR TIMUR,SUMATERA UTARA
23165,79175,3754.15,KOTA BINJAI,BINJAI UTARA,SUMATERA UTARA
9857,34007,9579.44,KOTA BINJAI,BINJAI KOTA,SUMATERA UTARA
13514,47655,3363.09,KOTA BINJAI,BINJAI BARAT,SUMATERA UTARA
17566,60892,2552.05,KOTA BINJAI,BINJAI TIMUR,SUMATERA UTARA
15662,52968,1668.81,KOTA BINJAI,BINJAI SELATAN,SUMATERA UTARA
9399,33129,3790.5,KOTA TEBING TINGGI,PADANG HULU,SUMATERA UTARA
10266,37438,4830.71,KOTA TEBING TINGGI,RAMBUTAN,SUMATERA UTARA
10354,37688,3371.02,KOTA TEBING TINGGI,PADANG HILIR,SUMATERA UTARA
10551,38974,3997.33,KOTA TEBING TINGGI,BAJENIS,SUMATERA UTARA
7703,27094,1.06,KOTA TEBING TINGGI,TEBING TINGGI KOTA,SUMATERA UTARA
16019,62325,4423.35,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN UTARA,SUMATERA UTARA
18347,70871,4482.67,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN SELATAN,SUMATERA UTARA
7209,28294,921.33,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN BATUNADUA,SUMATERA UTARA
5212,20381,912.72,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN HUTAIMBARU,SUMATERA UTARA
9667,37261,1347.11,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN TENGGARA,SUMATERA UTARA
2334,9297,392.61,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN ANGKOLA JULU,SUMATERA UTARA
14846,62743,1051.15,KOTA GUNUNGSITOLI,GUNUNGSITOLI,SUMATERA UTARA
